author,Start,End,Price,lower bound,upper bound,route,Currency,Price EUR 2014,Service,Year,Source,Comment
Red Cross,MALI,Spain,2000000,,,West African,XAF,3463,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,2000000,,,West African,XAF,3463,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,2000000,,,West African,XAF,3463,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,2000000,,,West African,XAF,3463,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,2000000,,,West African,XAF,3463,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1500000,,,West African,XAF,2597,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,3000,,,West African,USD,2528,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,3000,,,West African,USD,2528,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,750000,,,West African,MRO,2424,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1400000,,,West African,XAF,2424,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1250000,,,West African,XAF,2164,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1250000,,,West African,XAF,2164,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1250000,,,West African,XAF,2164,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,550000,,,West African,MRO,1778,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000000,,,West African,XAF,1731,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,MRO,1616,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,MRO,1616,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,MRO,1616,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,MRO,1616,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,MRO,1616,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,MRO,1616,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,MRO,1616,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,MRO,1616,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,900000,,,West African,XAF,1558,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,900000,,,West African,XAF,1558,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1300,,,West African,EUR,1500,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2029
Red Cross,MALI,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,750000,,,West African,XAF,1298,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,400000,,,West African,MRO,1293,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,400000,,,West African,MRO,1293,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,400000,,,West African,MRO,1293,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,380000,,,West African,MRO,1228,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,375000,,,West African,MRO,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,375000,,,West African,MRO,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,700000,,,West African,XAF,1212,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,1000,,,West African,EUR,1154,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2015
Red Cross,MALI,Spain,1000,,,West African,EUR,1154,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2016
Red Cross,MALI,Spain,1000,,,West African,EUR,1154,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2018
Red Cross,MALI,Spain,1000,,,West African,EUR,1154,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2019
Red Cross,MALI,Spain,1000,,,West African,EUR,1154,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2020
Red Cross,MALI,Spain,1000,,,West African,EUR,1154,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2035
Red Cross,MALI,Spain,1000,,,West African,EUR,1154,Seat on a boat from Mauritania,2007,Red Cross,Year is range 2006-2047
Red Cross,MALI,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,350000,,,West African,MRO,1131,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,650000,,,West African,XAF,1125,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,650000,,,West African,XAF,1125,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,650000,,,West African,XAF,1125,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,650000,,,West African,XAF,1125,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,340000,,,West African,MRO,1099,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,330000,,,West African,MRO,1067,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,600000,,,West African,XAF,1039,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,300000,,,West African,MRO,970,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,550000,,,West African,XAF,952,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,280000,,,West African,MRO,905,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,280000,,,West African,MRO,905,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,510000,,,West African,XAF,883,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,270000,,,West African,MRO,873,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,270000,,,West African,MRO,873,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,
Red Cross,MALI,Spain,500000,,,West African,XAF,866,Seat on a boat from Mauritania,2007,Red Cross,
